Actual,Predicted
162,153.6975
250,249.82
12,32.68083333333333
186,189.47833333333332
4,15.96
66,76.3725
100,95.93166666666667
248,247.81666666666666
105,100.765
153,144.645
85,78.57916666666667
116,120.2075
200,203.47416666666666
50,53.51083333333333
418,380.225
222,209.97583333333333
312,304.3883333333333
18,28.576666666666668
266,254.21166666666667
264,258.01916666666665
84,90.39583333333333
21,40.69166666666667
136,132.88
59,57.47083333333333
418,382.4725
320,303.67583333333334
148,138.48416666666665
52,52.17
18,36.545
10,21.1825
86,94.6175
400,367.2241666666667
127,125.66
6,34.549166666666665
2,20.29083333333333
52,58.0225
98,96.7075
155,151.66083333333333
117,118.71583333333334
12,24.920833333333334
129,122.67
274,262.9066666666667
156,158.20083333333332
129,122.81416666666667
32,45.08833333333333
8,22.999166666666667
22,33.00083333333333
23,42.163333333333334
176,181.19666666666666
2,18.409166666666668
239,222.46916666666667
345,329.1525
122,123.70416666666667
118,116.19
297,287.0466666666667
173,171.75916666666666
294,293.5566666666667
98,95.38416666666667
30,38.535
160,148.6275
35,34.23166666666667
38,39.36083333333333
246,244.3075
90,96.9875
126,127.09083333333334
434,393.1358333333333
120,117.50083333333333
163,168.12583333333333
347,325.8408333333333
326,303.5225
192,199.54833333333335
75,72.00666666666666
160,160.785
260,257.74833333333333
297,293.17583333333334
189,180.74833333333333
1,26.149166666666666
77,77.50583333333333
114,114.11583333333333
128,123.93666666666667
150,143.50333333333333
140,131.58666666666667
213,204.79583333333332
434,393.73333333333335
74,81.71
131,129.905
200,203.57
37,42.54333333333334
26,41.751666666666665
236,232.9125
88,95.6125
16,39.55916666666667
52,60.4775
110,107.55083333333333
210,218.97083333333333
31,36.10666666666667
43,57.18083333333333
333,320.795
206,210.2825
76,72.01
149,147.605
231,232.24083333333334
156,149.77083333333334
3,18.445
49,55.083333333333336
2,11.316666666666666
107,121.20833333333333
5,22.200833333333332
19,26.2025
385,356.0675
71,65.65416666666667
34,37.26
39,47.1375
76,72.72166666666666
213,219.95833333333334
91,90.8025
46,51.77583333333333
434,395.31916666666666
178,188.79916666666668
21,29.881666666666668
74,82.815
109,107.52916666666667
2,13.360833333333334
418,374.7175
90,93.24833333333333
217,218.205
96,99.78666666666666
200,194.15583333333333
219,205.24833333333333
274,265.4475
363,334.8075
118,117.95416666666667
69,65.88416666666667
171,157.28916666666666
140,130.6875
23,32.4375
382,354.03833333333336
197,207.215
1,13.124166666666667
227,223.12333333333333
29,32.99333333333333
344,322.72583333333336
190,200.89833333333334
386,361.765
57,69.145
199,197.52166666666668
48,46.848333333333336
52,54.8875
95,101.41666666666667
18,24.279166666666665
31,37.825833333333335
6,32.348333333333336
92,90.70583333333333
1,17.9875
119,122.45583333333333
111,116.42333333333333
71,68.10833333333333
73,82.50583333333333
159,162.55916666666667
273,264.4791666666667
344,320.04
204,210.03833333333333
189,192.06583333333333
139,133.37583333333333
110,112.5
137,138.72916666666666
388,363.28583333333336
320,302.72833333333335
31,40.0225
135,135.84916666666666
22,24.79083333333333
434,399.96666666666664
23,27.945833333333333
9,22.689166666666665
162,161.455
29,33.71666666666667
22,27.720833333333335
42,49.100833333333334
94,96.46916666666667
417,370.2725
48,57.15416666666667
215,205.59
242,235.06
84,76.99333333333334
170,162.34666666666666
36,48.42
1,12.399166666666666
62,65.09416666666667
197,189.80833333333334
2,12.705833333333333
100,103.27666666666667
77,75.52833333333334
71,78.72833333333334
147,141.60416666666666
35,40.869166666666665
165,156.18833333333333
71,72.35916666666667
380,347.2108333333333
379,357.8258333333333
134,136.3225
309,304.2525
40,51.818333333333335
192,191.08333333333334
292,283.4058333333333
11,27.644166666666667
149,146.6775
19,22.5325
33,39.4075
33,44.30166666666667
21,27.965
120,119.0625
35,37.655833333333334
315,307.7266666666667
376,350.76
212,217.07833333333335
64,70.46416666666667
225,223.35666666666665
28,44.35916666666667
275,271.075
18,31.289166666666667
202,211.70916666666668
65,67.31166666666667
30,37.740833333333335
140,139.45166666666665
414,375.85583333333335
340,321.40166666666664
134,133.56166666666667
49,49.39833333333333
69,72.72083333333333
16,22.963333333333335
113,112.7775
110,111.52583333333334
10,16.339166666666667
174,183.6275
274,270.0825
35,47.67666666666667
369,344.2175
63,61.67
145,139.09
272,266.50083333333333
142,140.5175
47,50.71
51,65.04416666666667
434,398.0758333333333
97,99.89666666666666
93,98.5475
189,198.6075
108,104.51333333333334
189,185.01833333333335
17,28.51
101,96.62333333333333
113,111.75333333333333
70,79.26166666666667
177,188.43416666666667
122,121.015
390,363.3575
32,38.21333333333333
141,138.35583333333332
236,237.39583333333334
162,160.38916666666665
52,51.99333333333333
127,121.13916666666667
275,257.1125
54,62.41916666666667
104,104.74916666666667
408,376.4125
260,255.755
193,200.53583333333333
79,75.26916666666666
292,277.58416666666665
105,103.865
9,20.585833333333333
78,73.38333333333334
106,102.68166666666667
48,47.97
14,25.211666666666666
65,67.80083333333333
339,328.2608333333333
79,82.61416666666666
26,40.35333333333333
219,217.85333333333332
42,43.54
60,61.880833333333335
129,122.58083333333333
381,357.6483333333333
34,40.43
295,284.89916666666664
30,34.42333333333333
14,31.138333333333332
85,82.99583333333334
217,206.13416666666666
143,136.84583333333333
109,108.51583333333333
57,61.3675
69,61.619166666666665
73,78.8525
149,146.545
172,163.0675
23,42.638333333333335
267,262.9008333333333
14,34.17916666666667
139,139.89416666666668
25,37.97416666666667
46,49.700833333333335
172,177.32916666666668
22,28.775
2,17.695
24,37.58083333333333
6,26.88
23,30.3175
69,68.1275
138,132.33166666666668
25,28.624166666666667
51,66.45333333333333
59,59.56583333333333
1,15.626666666666667
75,73.57083333333334
90,92.1825
122,119.34
78,85.53833333333333
115,107.4025
9,34.248333333333335
48,55.10916666666667
355,313.465
18,27.0525
299,297.5541666666667
50,63.788333333333334
381,357.93333333333334
258,243.665
40,46.659166666666664
107,105.3325
302,296.09583333333336
266,257.20416666666665
182,178.56833333333333
136,131.38666666666666
126,128.26416666666665
3,28.761666666666667
47,50.94833333333333
91,98.01833333333333
49,60.55583333333333
65,76.53666666666666
74,76.49583333333334
207,210.99583333333334
65,63.1875
169,171.50916666666666
333,322.4825
