Actual,Predicted
134,133.95284910530768
96,96.39536947810157
197,202.23055981906265
49,50.95919578256281
72,70.1700893596226
32,45.94731110100529
4,20.484409972206585
64,67.80303375288305
123,122.76877791397187
12,23.2503144078902
214,208.23417764229254
208,205.26294844878467
153,138.86739590436613
98,98.77289946518277
50,53.65459796542064
28,36.6077428000954
58,67.81729280307124
107,103.15735843768384
28,38.10924698119744
11,22.65505219520956
38,39.56941218790787
7,17.842551279038943
67,66.50137801371471
9,27.780104943493576
201,195.11116390824623
175,181.0945425294958
52,54.5265484392713
21,40.89654928393617
241,229.9135280378456
31,48.29811934076877
67,64.17380619909795
164,154.29044736573812
5,18.829820240896566
73,74.08871505948326
1,16.290324297359415
149,138.38374747474748
15,26.763858598340022
198,191.10347493734335
123,119.93236946702616
22,43.647122596395846
61,59.88162865497076
43,53.00367130215188
153,147.960531030905
323,303.06925
100,101.14943513438666
90,98.72043822910011
145,135.81816613669534
124,128.42809905330287
335,318.8561189391322
160,150.66776753658928
386,358.5981257483759
45,61.36790622555255
154,144.0982635071249
93,95.80060796577204
319,313.38723611731837
199,200.3358478328009
18,29.554856524922354
368,344.9606691297208
118,115.75251156266081
149,139.2970112991983
70,71.87793454217599
82,95.49912452415339
160,151.7705088604728
132,128.1120316371879
76,77.05799422004776
154,146.40550221390467
251,245.05783143230926
132,120.85608681633623
163,164.25681540454735
67,75.2140185585895
117,114.2950640224863
211,201.30607609632483
6,22.989158154670328
85,85.81572472408853
147,142.40417898098048
56,58.16735450785447
60,56.161999071700194
74,72.3152475901713
100,102.40837195943928
115,114.30661314484139
76,68.91105785634676
57,59.23966368186943
197,201.69746683415266
387,354.43900276975796
42,53.40169060537277
127,130.28052804730555
80,74.29921519721832
241,235.49170741479335
282,270.341640011598
129,128.01075579767456
188,181.50807038153442
63,73.87919575227562
221,224.93023029113508
249,240.8186358200824
189,192.55820087782504
7,18.596350481924723
187,182.62525123634958
66,71.93671256673223
193,195.71435706426982
41,47.51964056695467
258,250.233854622095
6,31.911753419422222
93,93.705239625063
32,35.7944070179806
47,61.013415383743514
146,138.52016109595587
34,44.85859655606662
52,48.41156798821835
286,273.00301512578125
316,298.1306327198932
30,40.617423766071326
42,56.05881867495058
175,169.46256376150956
85,75.46561275929295
48,47.36251024672089
27,36.218190743325685
