Actual,Predicted
260,264.55833333333334
14,34.77916666666667
343,333.12916666666666
284,273.0258333333333
23,39.39
68,72.94583333333334
175,175.61833333333334
233,231.48833333333334
14,22.645
189,197.04916666666668
69,70.65
223,224.55333333333334
45,47.87833333333333
71,76.47833333333334
65,65.37166666666667
151,144.805
97,97.415
102,101.10583333333334
112,112.8
151,146.04833333333335
229,227.66083333333333
89,86.00166666666667
277,271.6225
259,256.33916666666664
28,36.3525
89,95.67916666666666
29,35.14083333333333
204,194.505
138,131.23166666666665
145,142.59083333333334
32,46.89333333333333
176,183.9575
41,46.91833333333334
191,193.07083333333333
135,136.57
334,310.24583333333334
54,50.611666666666665
144,136.25333333333333
77,80.00083333333333
86,85.11416666666666
86,94.83833333333334
38,44.01916666666666
27,32.280833333333334
47,54.538333333333334
145,146.1525
162,159.9675
28,45.950833333333335
295,285.3491666666667
71,69.18166666666667
383,363.6125
106,108.16583333333334
92,92.78
14,26.634166666666665
8,28.8925
184,177.49583333333334
195,198.37166666666667
282,269.34583333333336
20,31.015
211,215.50916666666666
145,144.10666666666665
218,219.28666666666666
190,192.61
103,98.19
12,24.315
89,92.6975
34,40.153333333333336
170,173.89916666666667
28,32.47666666666667
193,194.05416666666667
138,132.10833333333332
39,60.8725
196,203.23166666666665
44,50.696666666666665
142,142.57833333333335
125,127.8925
32,55.78666666666667
139,138.45083333333332
360,340.97583333333336
66,64.15916666666666
78,79.98916666666666
263,259.0541666666667
374,351.4125
26,28.168333333333333
97,92.1225
151,142.57
5,18.05
10,28.1725
239,238.77833333333334
80,80.4825
238,241.69666666666666
68,68.4925
105,108.18833333333333
14,30.7075
221,219.79083333333332
154,149.94083333333333
184,180.46416666666667
77,75.395
120,120.52
300,297.39
147,142.67916666666667
402,375.5175
98,105.41666666666667
271,264.67833333333334
207,199.74416666666667
20,39.01166666666666
98,102.2
86,91.36333333333333
373,349.4583333333333
222,224.165
170,162.6025
251,250.19833333333332
3,15.065
172,179.95333333333335
47,60.57
434,390.52416666666664
154,143.16583333333332
395,363.97833333333335
62,68.56083333333333
91,93.915
31,53.575833333333335
83,85.46833333333333
113,112.5875
316,306.095
230,232.08666666666667
27,35.538333333333334
170,152.56833333333333
22,32.87583333333333
59,55.46
53,71.97833333333334
93,98.16333333333333
93,99.14833333333333
65,65.28416666666666
184,182.1775
91,90.20166666666667
126,126.9225
