Actual,Predicted
434,399.1483333333333
7,24.594166666666666
71,74.1175
174,165.76583333333335
161,154.44583333333333
128,128.02
39,52.1025
255,246.25166666666667
230,226.96916666666667
117,119.88416666666667
47,54.553333333333335
135,131.39833333333334
19,27.731666666666666
270,266.5875
342,329.45166666666665
14,24.895833333333332
67,66.94666666666667
84,90.64416666666666
178,167.29083333333332
300,300.9891666666667
381,358.35583333333335
293,280.98333333333335
38,43.513333333333335
230,228.77583333333334
144,138.175
58,67.445
309,291.9791666666667
159,156.2375
297,289.9166666666667
89,88.90416666666667
95,98.25916666666667
18,24.4575
189,199.1375
131,132.5625
374,356.37333333333333
55,65.60833333333333
283,270.18416666666667
324,314.00916666666666
60,60.16166666666667
96,105.08916666666667
14,33.88666666666666
292,283.3375
168,175.63
1,27.441666666666666
428,392.6575
115,109.16166666666666
306,302.0425
195,203.17666666666668
26,38.11083333333333
26,32.9375
64,62.111666666666665
132,129.86166666666668
24,32.428333333333335
406,376.7975
251,248.58666666666667
33,44.8975
25,30.949166666666667
56,58.85333333333333
57,63.310833333333335
256,247.30833333333334
266,255.235
46,50.248333333333335
226,232.76416666666665
370,352.43416666666667
388,360.6525
49,57.818333333333335
67,69.17083333333333
1,22.354166666666668
304,295.8
55,63.655
25,34.00833333333333
6,22.825
111,111.61833333333334
91,84.535
36,40.59166666666667
65,71.19083333333333
80,92.16
43,48.288333333333334
344,330.91083333333336
324,307.47833333333335
158,151.535
41,49.29083333333333
357,337.7925
42,46.751666666666665
67,65.4075
65,62.54833333333333
260,253.15333333333334
246,250.03083333333333
196,201.37166666666667
176,165.09416666666667
1,13.983333333333333
11,23.800833333333333
240,236.12
62,61.2375
175,182.55916666666667
205,205.56666666666666
188,184.29333333333332
103,104.65416666666667
35,38.5875
179,177.94
141,136.76333333333332
155,150.97916666666666
136,134.01083333333332
28,39.26916666666666
274,264.8825
106,105.64583333333333
100,108.23083333333334
300,290.8925
103,102.89416666666666
132,126.2075
54,62.63
90,91.34666666666666
32,43.3425
218,219.30583333333334
225,225.5075
5,28.386666666666667
